,Name,Author,Price
427,The Virgin Suicides,Jeffrey Eugenides,US$13.49
428,8 Rules of Love,Jay Shetty,US$27.49
429,Giraffes Can't Dance,Giles Andreae,US$12.14
430,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Manhua) Vol. 1,Mo Xiang Tong Xiu,US$19.99
431,Never Finished,David Goggins,US$33.95
432,Stolen Focus,Johann Hari,US$17.18
433,Six of Crows: Collector's Edition,Leigh Bardugo,US$25.28
434,The Last Hours: Chain of Thorns,Cassandra Clare,US$27.64
435,Dead Poets Society,N.H. Kleinbaum,US$11.57
436,The Natural Order of Money,Roy Sebag,US$21.92
437,All Your Perfects,Colleen Hoover,US$12.33
438,The Tools,Phil Stutz,US$18.73
439,The Island of Missing Trees,Elif Shafak,US$14.67
440,Conversations on Love,Natasha Lunn,US$15.10
441,A Dictionary of Color Combinations,,US$24.83
442,"Sasaki and Miyano, Vol. 7",Shou Harusono,US$13.91
443,The Book of Disquiet,Fernando Pessoa,"US$12.39
                        
                             US$14.95"
444,The Seven Principles For Making Marriage Work,John Gottman,US$12.93
445,Queer Chameleon and Friends,Amee Wilson,US$37.96
446,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 3,Mo Xiang Tong Xiu,US$22.41
447,Crooked Kingdom Collector's Edition,Leigh Bardugo,US$25.04
448,The Hurting Kind,Ada Limon,"US$13.83
                        
                             US$15.67"
449,Mindset - Updated Edition,Dr Carol Dweck,"US$14.59
                        
                             US$15.67"
450,Me vs Brain,Hayley Morris,US$34.21
451,Atomic Habits,James Clear,US$23.29
452,The Letters I Will Never Send,Isabella Dorta,US$18.08
453,It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,US$12.98
454,Final Offer,Lauren Asher,US$15.71
455,The Body Keeps the Score,Bessel van der Kolk,US$18.95
456,UPROAR!,Alice Loxton,US$30.15
457,Verity,Colleen Hoover,US$13.30
458,Icebreaker,Hannah Grace,US$13.43
459,Timeless Textured Baby Crochet,Vita Apala,US$24.99
460,The Midnight Library,Matt Haig,US$12.46
461,Before the Coffee Gets Cold,Toshikazu Kawaguchi,US$13.48
462,Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,US$13.13
463,The Psychology of Money,Morgan Housel,US$19.07
464,The Fine Print,Lauren Asher,US$14.44
465,How to Paint Without a Brush,Red Hong Yi,US$35.00
466,The Reverse Coloring Book (R),Kendra Norton,US$17.42
467,Twisted Love,Ana Huang,US$13.65
468,The Mini ADHD Coach,Alice Gendron,US$20.49
469,Small Things Like These,Claire Keegan,US$11.88
470,Terms and Conditions,Lauren Asher,US$14.88
471,12 Rules for Life,Jordan B. Peterson,US$16.29
472,The Daily Stoic,Ryan Holiday,US$15.03
473,Things We Never Got Over,Lucy Score,US$14.27
474,I Don't Need Therapy,Toni Lodge,US$22.82
475,Glucose Revolution,Jessie Inchauspe,"US$18.72
                        
                             US$20.49"
476,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,US$24.19
477,Spare,Prince Harry the Duke of Sussex,"US$28.50
                        
                             US$33.77"
478,Things We Hide From The Light,Lucy Score,US$15.13
479,The Silent Patient,Alex Michaelides,US$11.89
480,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,US$26.99
481,Twisted Games,Ana Huang,US$14.53
482,The One Thing,Gary Keller,"US$12.12
                        
                             US$13.26"
483,Bored of Lunch: The Healthy Slow Cooker Book,Nathan Anthony,US$29.09
484,"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,US$24.78
485,Strong Female Character,Fern Brady,"US$20.23
                        
                             US$20.49"
486,Chain of Thorns,Cassandra Clare,US$37.73
487,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,US$25.98
488,The Parenting Map,Shefali Tsabary,US$37.72
489,Where the Crawdads Sing,Delia Owens,US$12.84
490,Four Thousand Weeks,Oliver Burkeman,US$14.76
491,Attached,Amir Levine,US$14.98
492,Foster,Claire Keegan,US$11.87
493,Everything I Know About Love,Dolly Alderton,US$15.56
494,Manifest,Roxie Nafousi,US$21.33
495,"Thinking, Fast and Slow",Daniel Kahneman,"US$18.54
                        
                             US$20.25"
496,The Secret History,Donna Tartt,US$17.12
497,Daisy Jones and The Six,Taylor Jenkins Reid,US$15.06
498,Ugly Love,Colleen Hoover,"US$12.66
                        
                             US$13.00"
499,Twisted Lies,Ana Huang,US$15.57
500,Climate,Whitney Hanson,US$19.87
501,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,US$22.48
502,Twisted Hate,Ana Huang,US$15.16
503,A Man Called Ove,Fredrik Backman,US$11.58
504,The Untethered Soul,Michael A. Singer,"US$16.74
                        
                             US$18.95"
505,King of Wrath,Ana Huang,US$14.06
506,The Thursday Murder Club,Richard Osman,US$13.78
507,Heaven Official's Blessing,Mo Xiang Tong Xiu,US$22.48
508,The Song of Achilles,Madeline Miller,US$14.48
509,Gothikana: A Dark Academia Gothic Romance: TikTok Made Me Buy it!,RuNyx,US$14.59
510,The Invisible Life of Addie LaRue - Illustrated edition,V.E. Schwab,US$26.10
511,Girl in Pieces,Kathleen Glasgow,US$14.58
512,No Bad Parts,Richard C. Schwartz,"US$15.82
                        
                             US$19.99"
513,Once Upon A Broken Heart,Stephanie Garber,US$13.71
514,The Science of Stuck: Breaking Through Inertia to Find Your Path Forward,Britt Frank,"US$17.29
                        
                             US$18.08"
515,Sabai,Pailin Chongchitnant,US$63.43
516,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,US$24.86
517,Start With Why,Simon Sinek,"US$13.63
                        
                             US$21.75"
518,The Concise 48 Laws Of Power,Robert Greene,"US$12.12
                        
                             US$15.50"
519,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,US$23.18
520,Adult Children of Emotionally Immature Parents,Lindsay C Gibson,"US$17.18
                        
                             US$18.95"
521,The Invisible String,Patrice Karst,US$13.16
522,All About Love,bell hooks,"US$14.75
                        
                             US$16.99"
523,Never Split the Difference,Chris Voss,US$14.76
524,The Things We Leave Unfinished,Rebecca Yarros,US$15.00
525,"Vagabond (VIZBIG Edition), Vol. 2",Takehiko Inoue,US$31.77
526,Magnolia Parks,Jessa Hastings,US$19.63
527,No Longer Human,Osamu Dazai,US$15.45
528,The Art of War,Sun Tzu,US$6.32
529,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,Mo Xiang Tong Xiu,US$20.54
530,The Parenting Map,Dr Shefali Tsabary,US$33.73
531,Young Forever,Mark Hyman,"US$19.84
                        
                             US$20.49"
532,Cold Enough for Snow,Jessica Au,"US$13.19
                        
                             US$15.00"
533,The Herbal Astrology Oracle,Adriana Ayales,"US$21.00
                        
                             US$26.99"
534,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mo Xiang Tong Xiu,US$19.84
535,Better Than the Movies,Lynn Painter,US$14.22
536,If We Were Villains: The Sensational TikTok Book Club pick,M. L. Rio,US$15.08
537,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mo Xiang Tong Xiu,US$19.99
538,The Mysteries,Bill Watterson,US$19.99
539,Have You Filled A Bucket Today?,Carol McCloud,US$13.38
540,Leviathan Falls,James S. A. Corey,US$16.10
541,The Man Who Died Twice,Richard Osman,US$14.38
542,Meditations,Marcus Aurelius,US$13.37
543,Three Widows,Patricia Gibney,US$22.71
544,There Are Moms Way Worse Than You,Glenn Boozan,US$18.44
545,"Vagabond (VIZBIG Edition), Vol. 3",Takehiko Inoue,US$31.39
546,A Good Girl's Guide to Murder,Holly Jackson,US$14.09
547,Deep Work,Cal Newport,"US$17.84
                        
                             US$18.08"
548,Women Who Run with the Wolves,Clarissa Pinkola Estes,US$14.80
549,When the Body Says No,Gabor Mate,US$16.72
550,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou,US$20.54
551,Look Inside Your Body,Louie Stowell,US$19.35
552,1984,George Orwell,"US$12.79
                        
                             US$17.75"
553,Lessons in Chemistry,Bonnie Garmus,US$12.05
554,Scattered Minds,Gabor Mate,US$17.16
555,Reminders of Him,Colleen Hoover,"US$15.73
                        
                             US$15.95"
556,A Court of Thorns and Roses,Sarah J. Maas,US$14.44
557,"Vagabond (VIZBIG Edition), Vol. 1",Takehiko Inoue,US$34.23
558,Meditations,Marcus Aurelius,US$11.65
559,Die With Zero,Bill Perkins,US$19.22
560,"Chainsaw Man, Vol. 4",Tatsuki Fujimoto,US$11.76
561,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mo Xiang Tong Xiu,US$19.99
562,The Case Against the Sexual Revolution,L Perry,"US$18.28
                        
                             US$19.95"
563,I Want My Hat Back,Jon Klassen,"US$11.18
                        
                             US$15.50"
564,The Light Seer's Tarot,Chris-Anne,"US$22.81
                        
                             US$24.99"
565,Chip War,Chris Miller,US$23.59
566,The Stranger,Albert Camus,US$15.43
567,The Power of Now,Eckhart Tolle,"US$12.18
                        
                             US$19.75"
568,Convenience Store Woman,Sayaka Murata,US$11.05
569,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 2,Mo Xiang Tong Xiu,US$22.09
570,The World According to Kaleb,Kaleb Cooper,"US$23.74
                        
                             US$24.99"
571,Daisy Haites,Jessa Hastings,US$19.36
572,How to Meet Your Self,Nicole LePera,US$25.57
573,The Bell Jar,Sylvia Plath,US$22.75
574,Lockwood & Co: The Whispering Skull,Jonathan Stroud,US$18.42
575,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,US$15.17
576,The Very Hungry Caterpillar,Eric Carle,US$11.90
577,The Virgin Suicides,Jeffrey Eugenides,US$13.49
578,8 Rules of Love,Jay Shetty,US$27.49
579,Giraffes Can't Dance,Giles Andreae,US$12.14
580,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Manhua) Vol. 1,Mo Xiang Tong Xiu,US$19.99
581,Never Finished,David Goggins,US$33.95
582,Stolen Focus,Johann Hari,US$17.18
583,Six of Crows: Collector's Edition,Leigh Bardugo,US$25.28
584,The Last Hours: Chain of Thorns,Cassandra Clare,US$27.64
585,Dead Poets Society,N.H. Kleinbaum,US$11.57
586,The Natural Order of Money,Roy Sebag,US$21.92
587,All Your Perfects,Colleen Hoover,US$12.33
588,The Tools,Phil Stutz,US$18.73
589,The Island of Missing Trees,Elif Shafak,US$14.67
590,Conversations on Love,Natasha Lunn,US$15.10
591,A Dictionary of Color Combinations,,US$24.83
592,"Sasaki and Miyano, Vol. 7",Shou Harusono,US$13.91
593,The Book of Disquiet,Fernando Pessoa,"US$12.39
                        
                             US$14.95"
594,The Seven Principles For Making Marriage Work,John Gottman,US$12.93
595,Queer Chameleon and Friends,Amee Wilson,US$37.96
596,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 3,Mo Xiang Tong Xiu,US$22.41
597,Crooked Kingdom Collector's Edition,Leigh Bardugo,US$25.04
598,The Hurting Kind,Ada Limon,"US$13.83
                        
                             US$15.67"
599,Mindset - Updated Edition,Dr Carol Dweck,"US$14.59
                        
                             US$15.67"
600,Poems to Perform,JULIA DONALDSON,US$10.56
601,Heartstopper Volume 1,Alice Oseman,"US$19.05
                        
                             US$20.49"
602,Legends & Lattes,Travis Baldree,US$25.00
603,How the World Really Works,Vaclav Smil,US$15.20
604,Breath,James Nestor,US$14.91
605,The Intelligent Investor,Benjamin Graham,US$26.40
606,I'm Glad My Mom Died,Jennette McCurdy,"US$27.46
                        
                             US$27.99"
607,The Four Agreements,Don Miguel Ruiz,US$13.90
608,The 48 Laws Of Power,Robert Greene,US$25.87
609,Crime and Punishment,Fyodor Dostoevsky,US$10.41
610,Surrounded by Idiots,Thomas Erikson,US$14.84
611,The Laws of Human Nature,Robert Greene,US$27.32
612,What to Do When You Worry Too Much,Dawn Huebner,US$19.77
613,Tales from the Cafe,Toshikazu Kawaguchi,US$13.33
614,A Court of Thorns and Roses Paperback Box Set (5 books),Sarah J. Maas,US$102.11
615,The Kindness Method,Shahroo Izadi,"US$11.57
                        
                             US$12.05"
616,9-Nov,Colleen Hoover,US$13.46
617,Shoe Dog,Phil Knight,US$14.99
618,"Good Girl, Bad Blood",Holly Jackson,US$13.65
619,The Art Of Seduction,Robert Greene,US$25.16
620,Ramadan Reflections,Aliyah Umm Raiyaan,US$15.67
621,Damascus Station,David McCloskey,US$18.05
622,Cain's Jawbone,Ernest Powys Mathers,"US$12.47
                        
                             US$12.95"
623,Messi (Ultimate Football Heroes - the No. 1 football series),Matt & Tom Oldfield,"US$8.95
                        
                             US$10.99"
624,Loss,Donna Ashworth,"US$12.76
                        
                             US$16.99"
625,The Happiest Man on Earth,Eddie Jaku,US$14.27
626,Marriage for One,Ella Maise,US$16.24
627,The Gray Man,Mark Greaney,US$11.26
628,Hold Me Tight,Dr Sue Johnson,"US$16.52
                        
                             US$28.25"
629,Ariel,Sylvia Plath,US$16.12
630,Me vs Brain,Hayley Morris,US$34.21
631,Atomic Habits,James Clear,US$23.29
632,The Letters I Will Never Send,Isabella Dorta,US$18.08
633,It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,US$12.98
634,Final Offer,Lauren Asher,US$15.71
635,The Body Keeps the Score,Bessel van der Kolk,US$18.95
636,UPROAR!,Alice Loxton,US$30.15
637,Verity,Colleen Hoover,US$13.30
638,Icebreaker,Hannah Grace,US$13.43
639,Timeless Textured Baby Crochet,Vita Apala,US$24.99
640,The Midnight Library,Matt Haig,US$12.46
641,Before the Coffee Gets Cold,Toshikazu Kawaguchi,US$13.48
642,Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,US$13.13
643,The Psychology of Money,Morgan Housel,US$19.07
644,The Fine Print,Lauren Asher,US$14.44
645,How to Paint Without a Brush,Red Hong Yi,US$35.00
646,The Reverse Coloring Book (R),Kendra Norton,US$17.42
647,Twisted Love,Ana Huang,US$13.65
648,The Mini ADHD Coach,Alice Gendron,US$20.49
649,Small Things Like These,Claire Keegan,US$11.88
650,Terms and Conditions,Lauren Asher,US$14.88
651,12 Rules for Life,Jordan B. Peterson,US$16.29
652,The Daily Stoic,Ryan Holiday,US$15.03
653,Things We Never Got Over,Lucy Score,US$14.27
654,I Don't Need Therapy,Toni Lodge,US$22.82
655,Glucose Revolution,Jessie Inchauspe,"US$18.72
                        
                             US$20.49"
656,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,US$24.19
657,Spare,Prince Harry the Duke of Sussex,"US$28.50
                        
                             US$33.77"
658,Things We Hide From The Light,Lucy Score,US$15.13
659,The Silent Patient,Alex Michaelides,US$11.89
660,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,US$26.99
661,Twisted Games,Ana Huang,US$14.53
662,The One Thing,Gary Keller,"US$12.12
                        
                             US$13.26"
663,Bored of Lunch: The Healthy Slow Cooker Book,Nathan Anthony,US$29.09
664,"The Boy, The Mole, The Fox and The Horse",Charlie Mackesy,US$24.78
665,Strong Female Character,Fern Brady,"US$20.23
                        
                             US$20.49"
666,Chain of Thorns,Cassandra Clare,US$37.73
667,The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,US$25.98
668,The Parenting Map,Shefali Tsabary,US$37.72
669,Where the Crawdads Sing,Delia Owens,US$12.84
670,Four Thousand Weeks,Oliver Burkeman,US$14.76
671,Attached,Amir Levine,US$14.98
672,Foster,Claire Keegan,US$11.87
673,Everything I Know About Love,Dolly Alderton,US$15.56
674,Manifest,Roxie Nafousi,US$21.33
675,"Thinking, Fast and Slow",Daniel Kahneman,"US$18.54
                        
                             US$20.25"
676,The Secret History,Donna Tartt,US$17.12
677,Daisy Jones and The Six,Taylor Jenkins Reid,US$15.06
678,Ugly Love,Colleen Hoover,"US$12.66
                        
                             US$13.00"
679,Twisted Lies,Ana Huang,US$15.57
680,Climate,Whitney Hanson,US$19.87
681,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,US$22.48
682,Twisted Hate,Ana Huang,US$15.16
683,A Man Called Ove,Fredrik Backman,US$11.58
684,The Untethered Soul,Michael A. Singer,"US$16.74
                        
                             US$18.95"
685,King of Wrath,Ana Huang,US$14.06
686,The Thursday Murder Club,Richard Osman,US$13.78
